time,enrolled,available,waitlisted,total,course,quarter,pass,priority
2023-02-27,31.0,249.0,0.0,280.0,POLI 125D,SP 23,2,3
2023-02-28,38.0,242.0,0.0,280.0,POLI 125D,SP 23,2,4
2023-03-04,110.0,170.0,0.0,280.0,POLI 125D,SP 23,3,6
2023-02-18,0.0,165.0,0.0,165.0,POLI 126,SP 23,1,1
2023-02-19,4.0,161.0,0.0,165.0,POLI 126,SP 23,1,2
2023-02-20,4.0,161.0,0.0,165.0,POLI 126,SP 23,1,3
2023-02-21,7.0,158.0,0.0,165.0,POLI 126,SP 23,1,4
2023-02-25,16.0,149.0,0.0,165.0,POLI 126,SP 23,2,1
2023-02-26,16.0,149.0,0.0,165.0,POLI 126,SP 23,2,2
2023-02-27,16.0,149.0,0.0,165.0,POLI 126,SP 23,2,3
2023-02-28,23.0,142.0,0.0,165.0,POLI 126,SP 23,2,4
2023-03-04,72.0,93.0,0.0,165.0,POLI 126,SP 23,3,6
2023-02-18,0.0,192.0,0.0,192.0,POLI 12D,SP 23,1,1
2023-02-19,6.0,186.0,0.0,192.0,POLI 12D,SP 23,1,2
2023-02-20,7.0,185.0,0.0,192.0,POLI 12D,SP 23,1,3
2023-02-21,8.0,184.0,0.0,192.0,POLI 12D,SP 23,1,4
2023-02-25,103.0,89.0,0.0,192.0,POLI 12D,SP 23,2,1
2023-02-26,104.0,88.0,0.0,192.0,POLI 12D,SP 23,2,2
2023-02-27,104.0,88.0,0.0,192.0,POLI 12D,SP 23,2,3
2023-02-28,112.0,80.0,0.0,192.0,POLI 12D,SP 23,2,4
2023-03-04,169.0,23.0,4.0,192.0,POLI 12D,SP 23,3,6
2023-02-18,0.0,115.0,0.0,115.0,POLI 131CR,SP 23,1,1
2023-02-19,7.0,108.0,0.0,115.0,POLI 131CR,SP 23,1,2
2023-02-20,9.0,106.0,0.0,115.0,POLI 131CR,SP 23,1,3
2023-02-21,17.0,98.0,0.0,115.0,POLI 131CR,SP 23,1,4
2023-02-25,45.0,70.0,0.0,115.0,POLI 131CR,SP 23,2,1
2023-02-26,45.0,70.0,0.0,115.0,POLI 131CR,SP 23,2,2
2023-02-27,45.0,70.0,0.0,115.0,POLI 131CR,SP 23,2,3
2023-02-28,49.0,66.0,0.0,115.0,POLI 131CR,SP 23,2,4
2023-03-04,108.0,7.0,7.0,115.0,POLI 131CR,SP 23,3,6
2023-02-18,0.0,50.0,0.0,50.0,POLI 137,SP 23,1,1
2023-02-19,7.0,43.0,0.0,50.0,POLI 137,SP 23,1,2
2023-02-20,9.0,41.0,0.0,50.0,POLI 137,SP 23,1,3
2023-02-21,28.0,22.0,0.0,50.0,POLI 137,SP 23,1,4
2023-02-25,48.0,2.0,0.0,50.0,POLI 137,SP 23,2,1
2023-02-26,48.0,2.0,0.0,50.0,POLI 137,SP 23,2,2
2023-02-27,48.0,2.0,0.0,50.0,POLI 137,SP 23,2,3
2023-02-28,50.0,0.0,0.0,50.0,POLI 137,SP 23,2,4
2023-03-04,50.0,0.0,8.0,50.0,POLI 137,SP 23,3,6
2023-02-18,0.0,280.0,0.0,280.0,POLI 142D,SP 23,1,1
2023-02-19,3.0,277.0,0.0,280.0,POLI 142D,SP 23,1,2
2023-02-20,4.0,276.0,0.0,280.0,POLI 142D,SP 23,1,3
2023-02-21,9.0,271.0,0.0,280.0,POLI 142D,SP 23,1,4
2023-02-25,52.0,228.0,0.0,280.0,POLI 142D,SP 23,2,1
2023-02-26,52.0,228.0,0.0,280.0,POLI 142D,SP 23,2,2
2023-02-27,52.0,228.0,0.0,280.0,POLI 142D,SP 23,2,3
2023-02-28,65.0,215.0,0.0,280.0,POLI 142D,SP 23,2,4
2023-03-04,174.0,106.0,0.0,280.0,POLI 142D,SP 23,3,6
2023-02-18,0.0,50.0,0.0,50.0,POLI 145,SP 23,1,1
2023-02-19,12.0,38.0,0.0,50.0,POLI 145,SP 23,1,2
2023-02-20,12.0,38.0,0.0,50.0,POLI 145,SP 23,1,3
2023-02-21,18.0,32.0,0.0,50.0,POLI 145,SP 23,1,4
2023-02-25,50.0,0.0,0.0,50.0,POLI 145,SP 23,2,1
2023-02-26,50.0,0.0,0.0,50.0,POLI 145,SP 23,2,2
2023-02-27,50.0,0.0,0.0,50.0,POLI 145,SP 23,2,3
2023-02-28,50.0,0.0,2.0,50.0,POLI 145,SP 23,2,4
2023-03-04,50.0,0.0,18.0,50.0,POLI 145,SP 23,3,6
2023-02-18,0.0,120.0,0.0,120.0,POLI 145C,SP 23,1,1
2023-02-19,4.0,116.0,0.0,120.0,POLI 145C,SP 23,1,2
2023-02-20,4.0,116.0,0.0,120.0,POLI 145C,SP 23,1,3
2023-02-21,8.0,112.0,0.0,120.0,POLI 145C,SP 23,1,4
2023-02-25,53.0,67.0,0.0,120.0,POLI 145C,SP 23,2,1
2023-02-26,53.0,67.0,0.0,120.0,POLI 145C,SP 23,2,2
2023-02-27,53.0,67.0,0.0,120.0,POLI 145C,SP 23,2,3
2023-02-28,60.0,60.0,0.0,120.0,POLI 145C,SP 23,2,4
2023-03-04,120.0,0.0,2.0,120.0,POLI 145C,SP 23,3,6
2023-02-18,0.0,280.0,0.0,280.0,POLI 150A,SP 23,1,1
2023-02-19,4.0,276.0,0.0,280.0,POLI 150A,SP 23,1,2
2023-02-20,4.0,276.0,0.0,280.0,POLI 150A,SP 23,1,3
2023-02-21,14.0,266.0,0.0,280.0,POLI 150A,SP 23,1,4
2023-02-25,41.0,239.0,0.0,280.0,POLI 150A,SP 23,2,1
2023-02-26,41.0,239.0,0.0,280.0,POLI 150A,SP 23,2,2
2023-02-27,41.0,239.0,0.0,280.0,POLI 150A,SP 23,2,3
2023-02-28,52.0,228.0,0.0,280.0,POLI 150A,SP 23,2,4
2023-03-04,146.0,134.0,0.0,280.0,POLI 150A,SP 23,3,6
2023-02-18,0.0,150.0,0.0,150.0,POLI 160AA,SP 23,1,1
2023-02-19,16.0,134.0,0.0,150.0,POLI 160AA,SP 23,1,2
2023-02-20,16.0,134.0,0.0,150.0,POLI 160AA,SP 23,1,3
2023-02-21,27.0,123.0,0.0,150.0,POLI 160AA,SP 23,1,4
2023-02-25,118.0,32.0,0.0,150.0,POLI 160AA,SP 23,2,1
2023-02-26,118.0,32.0,0.0,150.0,POLI 160AA,SP 23,2,2
2023-02-27,118.0,32.0,0.0,150.0,POLI 160AA,SP 23,2,3
2023-02-28,128.0,22.0,0.0,150.0,POLI 160AA,SP 23,2,4
2023-03-04,150.0,0.0,20.0,150.0,POLI 160AA,SP 23,3,6
2023-02-18,0.0,9999.0,0.0,9999.0,POLI 194,SP 23,1,1
2023-02-19,0.0,9999.0,0.0,9999.0,POLI 194,SP 23,1,2
2023-02-20,0.0,9999.0,0.0,9999.0,POLI 194,SP 23,1,3
2023-02-21,0.0,9999.0,0.0,9999.0,POLI 194,SP 23,1,4
2023-02-25,0.0,9999.0,0.0,9999.0,POLI 194,SP 23,2,1
2023-02-26,0.0,9999.0,0.0,9999.0,POLI 194,SP 23,2,2
2023-02-27,0.0,9999.0,0.0,9999.0,POLI 194,SP 23,2,3
2023-02-28,0.0,9999.0,0.0,9999.0,POLI 194,SP 23,2,4
2023-03-04,7.0,9992.0,0.0,9999.0,POLI 194,SP 23,3,6
2023-02-18,0.0,999.0,0.0,999.0,POLI 194SD,SP 23,1,1
2023-02-19,0.0,999.0,0.0,999.0,POLI 194SD,SP 23,1,2
2023-02-20,0.0,999.0,0.0,999.0,POLI 194SD,SP 23,1,3
2023-02-21,0.0,999.0,0.0,999.0,POLI 194SD,SP 23,1,4
2023-02-25,0.0,999.0,0.0,999.0,POLI 194SD,SP 23,2,1
2023-02-26,0.0,999.0,0.0,999.0,POLI 194SD,SP 23,2,2
2023-02-27,0.0,999.0,0.0,999.0,POLI 194SD,SP 23,2,3
2023-02-28,0.0,999.0,0.0,999.0,POLI 194SD,SP 23,2,4
2023-03-04,0.0,999.0,0.0,999.0,POLI 194SD,SP 23,3,6
2023-02-18,0.0,9999.0,0.0,9999.0,POLI 197SD,SP 23,1,1
2023-02-19,0.0,9999.0,0.0,9999.0,POLI 197SD,SP 23,1,2
2023-02-20,0.0,9999.0,0.0,9999.0,POLI 197SD,SP 23,1,3
2023-02-21,0.0,9999.0,0.0,9999.0,POLI 197SD,SP 23,1,4
2023-02-25,0.0,9999.0,0.0,9999.0,POLI 197SD,SP 23,2,1
2023-02-26,0.0,9999.0,0.0,9999.0,POLI 197SD,SP 23,2,2
2023-02-27,0.0,9999.0,0.0,9999.0,POLI 197SD,SP 23,2,3
2023-02-28,0.0,9999.0,0.0,9999.0,POLI 197SD,SP 23,2,4
2023-03-04,0.0,9999.0,0.0,9999.0,POLI 197SD,SP 23,3,6
2023-02-25,0.0,9999.0,0.0,9999.0,POLI 198RA,SP 23,2,1
2023-02-26,0.0,9999.0,0.0,9999.0,POLI 198RA,SP 23,2,2
2023-02-27,0.0,9999.0,0.0,9999.0,POLI 198RA,SP 23,2,3
2023-02-28,0.0,9999.0,0.0,9999.0,POLI 198RA,SP 23,2,4
2023-03-04,1.0,9998.0,0.0,9999.0,POLI 198RA,SP 23,3,6
2023-02-18,0.0,168.0,0.0,168.0,POLI 30D,SP 23,1,1
2023-02-19,14.0,154.0,0.0,168.0,POLI 30D,SP 23,1,2
2023-02-20,17.0,151.0,0.0,168.0,POLI 30D,SP 23,1,3
2023-02-21,20.0,148.0,0.0,168.0,POLI 30D,SP 23,1,4
2023-02-25,142.0,26.0,0.0,168.0,POLI 30D,SP 23,2,1
2023-02-26,142.0,26.0,0.0,168.0,POLI 30D,SP 23,2,2
2023-02-27,142.0,26.0,0.0,168.0,POLI 30D,SP 23,2,3
2023-02-28,149.0,19.0,0.0,168.0,POLI 30D,SP 23,2,4
2023-03-04,168.0,0.0,18.0,168.0,POLI 30D,SP 23,3,6
2023-02-18,1.0,71.0,0.0,72.0,POLI 5D,SP 23,1,1
2023-02-19,6.0,66.0,0.0,72.0,POLI 5D,SP 23,1,2
2023-02-20,6.0,66.0,0.0,72.0,POLI 5D,SP 23,1,3
2023-02-21,8.0,28.0,0.0,36.0,POLI 5D,SP 23,1,4
2023-02-25,36.0,0.0,0.0,36.0,POLI 5D,SP 23,2,1
2023-02-26,36.0,0.0,0.0,36.0,POLI 5D,SP 23,2,2
2023-02-27,36.0,0.0,0.0,36.0,POLI 5D,SP 23,2,3
2023-02-28,36.0,0.0,1.0,36.0,POLI 5D,SP 23,2,4
2023-03-04,42.0,0.0,9.0,42.0,POLI 5D,SP 23,3,6
2023-02-18,0.0,375.0,0.0,375.0,PSYC 1,SP 23,1,1
2023-02-19,7.0,368.0,0.0,375.0,PSYC 1,SP 23,1,2
2023-02-20,8.0,367.0,0.0,375.0,PSYC 1,SP 23,1,3
2023-02-21,14.0,361.0,0.0,375.0,PSYC 1,SP 23,1,4
2023-02-25,60.0,315.0,0.0,375.0,PSYC 1,SP 23,2,1
2023-02-26,60.0,315.0,0.0,375.0,PSYC 1,SP 23,2,2
2023-02-27,61.0,314.0,0.0,375.0,PSYC 1,SP 23,2,3
2023-02-28,94.0,281.0,0.0,375.0,PSYC 1,SP 23,2,4
2023-03-04,375.0,0.0,6.0,375.0,PSYC 1,SP 23,3,6
2023-02-18,0.0,292.0,0.0,292.0,PSYC 101,SP 23,1,1
2023-02-19,36.0,256.0,0.0,292.0,PSYC 101,SP 23,1,2
2023-02-20,41.0,251.0,0.0,292.0,PSYC 101,SP 23,1,3
2023-02-21,81.0,211.0,0.0,292.0,PSYC 101,SP 23,1,4
2023-02-25,292.0,0.0,0.0,292.0,PSYC 101,SP 23,2,1
2023-02-26,292.0,0.0,0.0,292.0,PSYC 101,SP 23,2,2
2023-02-27,292.0,0.0,0.0,292.0,PSYC 101,SP 23,2,3
2023-02-28,292.0,0.0,21.0,292.0,PSYC 101,SP 23,2,4
2023-03-04,292.0,0.0,93.0,292.0,PSYC 101,SP 23,3,6
2023-02-18,0.0,217.0,0.0,217.0,PSYC 102,SP 23,1,1
2023-02-19,3.0,214.0,0.0,217.0,PSYC 102,SP 23,1,2
2023-02-20,4.0,213.0,0.0,217.0,PSYC 102,SP 23,1,3
2023-02-21,5.0,212.0,0.0,217.0,PSYC 102,SP 23,1,4
2023-02-25,23.0,194.0,0.0,217.0,PSYC 102,SP 23,2,1
2023-02-26,23.0,194.0,0.0,217.0,PSYC 102,SP 23,2,2
2023-02-27,23.0,194.0,0.0,217.0,PSYC 102,SP 23,2,3
2023-02-28,34.0,183.0,0.0,217.0,PSYC 102,SP 23,2,4
2023-03-04,166.0,51.0,0.0,217.0,PSYC 102,SP 23,3,6
2023-02-18,0.0,292.0,0.0,292.0,PSYC 104,SP 23,1,1
2023-02-19,25.0,267.0,0.0,292.0,PSYC 104,SP 23,1,2
2023-02-20,23.0,269.0,0.0,292.0,PSYC 104,SP 23,1,3
2023-02-21,48.0,244.0,0.0,292.0,PSYC 104,SP 23,1,4
2023-02-25,291.0,1.0,0.0,292.0,PSYC 104,SP 23,2,1
2023-02-26,292.0,0.0,0.0,292.0,PSYC 104,SP 23,2,2
2023-02-27,292.0,0.0,0.0,292.0,PSYC 104,SP 23,2,3
2023-02-28,292.0,0.0,21.0,292.0,PSYC 104,SP 23,2,4
2023-03-04,292.0,0.0,83.0,292.0,PSYC 104,SP 23,3,6
2023-02-18,0.0,292.0,0.0,292.0,PSYC 105,SP 23,1,1
2023-02-19,21.0,271.0,0.0,292.0,PSYC 105,SP 23,1,2
2023-02-20,22.0,270.0,0.0,292.0,PSYC 105,SP 23,1,3
2023-02-21,35.0,257.0,0.0,292.0,PSYC 105,SP 23,1,4
2023-02-25,208.0,84.0,0.0,292.0,PSYC 105,SP 23,2,1
2023-02-26,208.0,84.0,0.0,292.0,PSYC 105,SP 23,2,2
2023-02-27,208.0,84.0,0.0,292.0,PSYC 105,SP 23,2,3
2023-02-28,241.0,51.0,0.0,292.0,PSYC 105,SP 23,2,4
2023-03-04,292.0,0.0,75.0,292.0,PSYC 105,SP 23,3,6
2023-02-18,0.0,217.0,0.0,217.0,PSYC 106,SP 23,1,1
2023-02-19,11.0,206.0,0.0,217.0,PSYC 106,SP 23,1,2
2023-02-20,14.0,203.0,0.0,217.0,PSYC 106,SP 23,1,3
2023-02-21,25.0,192.0,0.0,217.0,PSYC 106,SP 23,1,4
2023-02-25,71.0,146.0,0.0,217.0,PSYC 106,SP 23,2,1
2023-02-26,71.0,146.0,0.0,217.0,PSYC 106,SP 23,2,2
2023-02-27,71.0,146.0,0.0,217.0,PSYC 106,SP 23,2,3
2023-02-28,85.0,132.0,0.0,217.0,PSYC 106,SP 23,2,4
2023-03-04,217.0,0.0,41.0,217.0,PSYC 106,SP 23,3,6
2023-02-18,0.0,213.0,0.0,213.0,PSYC 108,SP 23,1,1
2023-02-19,23.0,190.0,0.0,213.0,PSYC 108,SP 23,1,2
2023-02-20,26.0,187.0,0.0,213.0,PSYC 108,SP 23,1,3
2023-02-21,63.0,150.0,0.0,213.0,PSYC 108,SP 23,1,4
2023-02-25,167.0,46.0,0.0,213.0,PSYC 108,SP 23,2,1
2023-02-26,167.0,46.0,0.0,213.0,PSYC 108,SP 23,2,2
2023-02-27,167.0,46.0,0.0,213.0,PSYC 108,SP 23,2,3
2023-02-28,190.0,23.0,0.0,213.0,PSYC 108,SP 23,2,4
2023-03-04,213.0,0.0,45.0,213.0,PSYC 108,SP 23,3,6
2023-02-18,0.0,50.0,0.0,50.0,PSYC 111B,SP 23,1,1
2023-02-19,0.0,50.0,0.0,50.0,PSYC 111B,SP 23,1,2
2023-02-20,0.0,50.0,0.0,50.0,PSYC 111B,SP 23,1,3
2023-02-21,0.0,50.0,0.0,50.0,PSYC 111B,SP 23,1,4
2023-02-25,0.0,50.0,0.0,50.0,PSYC 111B,SP 23,2,1
2023-02-26,0.0,50.0,0.0,50.0,PSYC 111B,SP 23,2,2
2023-02-27,0.0,50.0,0.0,50.0,PSYC 111B,SP 23,2,3
2023-02-28,0.0,50.0,0.0,50.0,PSYC 111B,SP 23,2,4
2023-03-04,0.0,50.0,0.0,50.0,PSYC 111B,SP 23,3,6
2023-02-18,0.0,45.0,0.0,45.0,PSYC 114,SP 23,1,1
2023-02-19,39.0,6.0,0.0,45.0,PSYC 114,SP 23,1,2
2023-02-20,42.0,3.0,0.0,45.0,PSYC 114,SP 23,1,3
2023-02-21,45.0,0.0,0.0,45.0,PSYC 114,SP 23,1,4
2023-02-25,45.0,0.0,0.0,45.0,PSYC 114,SP 23,2,1
2023-02-26,45.0,0.0,0.0,45.0,PSYC 114,SP 23,2,2
2023-02-27,45.0,0.0,0.0,45.0,PSYC 114,SP 23,2,3
2023-02-28,45.0,0.0,4.0,45.0,PSYC 114,SP 23,2,4
2023-03-04,45.0,0.0,56.0,45.0,PSYC 114,SP 23,3,6
2023-02-18,0.0,25.0,0.0,25.0,PSYC 116C,SP 23,1,1
2023-02-19,0.0,25.0,0.0,25.0,PSYC 116C,SP 23,1,2
2023-02-20,0.0,25.0,0.0,25.0,PSYC 116C,SP 23,1,3
2023-02-21,0.0,25.0,0.0,25.0,PSYC 116C,SP 23,1,4
2023-02-25,0.0,25.0,0.0,25.0,PSYC 116C,SP 23,2,1
2023-02-26,0.0,25.0,0.0,25.0,PSYC 116C,SP 23,2,2
2023-02-27,0.0,25.0,0.0,25.0,PSYC 116C,SP 23,2,3
2023-02-28,0.0,25.0,0.0,25.0,PSYC 116C,SP 23,2,4
2023-03-04,8.0,17.0,0.0,25.0,PSYC 116C,SP 23,3,6
2023-02-18,0.0,30.0,0.0,30.0,PSYC 117,SP 23,1,1
2023-02-19,0.0,30.0,0.0,30.0,PSYC 117,SP 23,1,2
2023-02-20,0.0,30.0,0.0,30.0,PSYC 117,SP 23,1,3
2023-02-21,0.0,30.0,0.0,30.0,PSYC 117,SP 23,1,4
2023-02-25,0.0,30.0,0.0,30.0,PSYC 117,SP 23,2,1
2023-02-26,0.0,30.0,0.0,30.0,PSYC 117,SP 23,2,2
2023-02-27,0.0,30.0,0.0,30.0,PSYC 117,SP 23,2,3
2023-02-28,0.0,30.0,0.0,30.0,PSYC 117,SP 23,2,4
2023-03-04,0.0,30.0,0.0,30.0,PSYC 117,SP 23,3,6
2023-02-18,0.0,45.0,0.0,45.0,PSYC 118,SP 23,1,1
2023-02-19,4.0,41.0,0.0,45.0,PSYC 118,SP 23,1,2
2023-02-20,4.0,41.0,0.0,45.0,PSYC 118,SP 23,1,3
2023-02-21,20.0,25.0,0.0,45.0,PSYC 118,SP 23,1,4
2023-02-25,38.0,7.0,0.0,45.0,PSYC 118,SP 23,2,1
2023-02-26,38.0,7.0,0.0,45.0,PSYC 118,SP 23,2,2
2023-02-27,38.0,7.0,0.0,45.0,PSYC 118,SP 23,2,3
2023-02-28,39.0,6.0,0.0,45.0,PSYC 118,SP 23,2,4
2023-03-04,45.0,0.0,20.0,45.0,PSYC 118,SP 23,3,6
2023-02-18,0.0,300.0,0.0,300.0,PSYC 124,SP 23,1,1
2023-02-19,45.0,255.0,0.0,300.0,PSYC 124,SP 23,1,2
2023-02-20,51.0,249.0,0.0,300.0,PSYC 124,SP 23,1,3
2023-02-21,160.0,140.0,0.0,300.0,PSYC 124,SP 23,1,4
2023-02-25,300.0,0.0,0.0,300.0,PSYC 124,SP 23,2,1
2023-02-26,300.0,0.0,0.0,300.0,PSYC 124,SP 23,2,2
2023-02-27,300.0,0.0,0.0,300.0,PSYC 124,SP 23,2,3
2023-02-28,300.0,0.0,26.0,300.0,PSYC 124,SP 23,2,4
2023-03-04,300.0,0.0,127.0,300.0,PSYC 124,SP 23,3,6
2023-02-18,0.0,270.0,0.0,270.0,PSYC 134,SP 23,1,1
2023-02-19,10.0,260.0,0.0,270.0,PSYC 134,SP 23,1,2
2023-02-20,11.0,259.0,0.0,270.0,PSYC 134,SP 23,1,3
2023-02-21,24.0,246.0,0.0,270.0,PSYC 134,SP 23,1,4
2023-02-25,75.0,195.0,0.0,270.0,PSYC 134,SP 23,2,1
2023-02-26,75.0,195.0,0.0,270.0,PSYC 134,SP 23,2,2
2023-02-27,75.0,195.0,0.0,270.0,PSYC 134,SP 23,2,3
2023-02-28,102.0,168.0,0.0,270.0,PSYC 134,SP 23,2,4
2023-03-04,270.0,0.0,65.0,270.0,PSYC 134,SP 23,3,6
2023-02-18,0.0,240.0,0.0,240.0,PSYC 155,SP 23,1,1
2023-02-19,34.0,206.0,0.0,240.0,PSYC 155,SP 23,1,2
2023-02-20,38.0,202.0,0.0,240.0,PSYC 155,SP 23,1,3
2023-02-21,132.0,108.0,0.0,240.0,PSYC 155,SP 23,1,4
2023-02-25,240.0,0.0,0.0,240.0,PSYC 155,SP 23,2,1
2023-02-26,240.0,0.0,0.0,240.0,PSYC 155,SP 23,2,2
2023-02-27,240.0,0.0,0.0,240.0,PSYC 155,SP 23,2,3
2023-02-28,240.0,0.0,27.0,240.0,PSYC 155,SP 23,2,4
2023-03-04,240.0,0.0,91.0,240.0,PSYC 155,SP 23,3,6
2023-02-18,0.0,240.0,0.0,240.0,PSYC 162,SP 23,1,1
2023-02-19,11.0,229.0,0.0,240.0,PSYC 162,SP 23,1,2
2023-02-20,14.0,226.0,0.0,240.0,PSYC 162,SP 23,1,3
2023-02-21,25.0,215.0,0.0,240.0,PSYC 162,SP 23,1,4
2023-02-25,85.0,155.0,0.0,240.0,PSYC 162,SP 23,2,1
2023-02-26,85.0,155.0,0.0,240.0,PSYC 162,SP 23,2,2
2023-02-27,85.0,155.0,0.0,240.0,PSYC 162,SP 23,2,3
2023-02-28,102.0,138.0,0.0,240.0,PSYC 162,SP 23,2,4
2023-03-04,240.0,0.0,61.0,240.0,PSYC 162,SP 23,3,6
2023-02-18,0.0,240.0,0.0,240.0,PSYC 164,SP 23,1,1
2023-02-19,39.0,201.0,0.0,240.0,PSYC 164,SP 23,1,2
2023-02-20,44.0,196.0,0.0,240.0,PSYC 164,SP 23,1,3
2023-02-21,111.0,129.0,0.0,240.0,PSYC 164,SP 23,1,4
2023-02-25,240.0,0.0,0.0,240.0,PSYC 164,SP 23,2,1
2023-02-26,240.0,0.0,0.0,240.0,PSYC 164,SP 23,2,2
2023-02-27,240.0,0.0,0.0,240.0,PSYC 164,SP 23,2,3
2023-02-28,240.0,0.0,24.0,240.0,PSYC 164,SP 23,2,4
2023-03-04,240.0,0.0,89.0,240.0,PSYC 164,SP 23,3,6
2023-02-18,0.0,290.0,0.0,290.0,PSYC 172,SP 23,1,1
2023-02-19,24.0,266.0,0.0,290.0,PSYC 172,SP 23,1,2
2023-02-20,25.0,265.0,0.0,290.0,PSYC 172,SP 23,1,3
2023-02-21,75.0,215.0,0.0,290.0,PSYC 172,SP 23,1,4
2023-02-25,229.0,61.0,0.0,290.0,PSYC 172,SP 23,2,1
2023-02-26,229.0,61.0,0.0,290.0,PSYC 172,SP 23,2,2
2023-02-27,229.0,61.0,0.0,290.0,PSYC 172,SP 23,2,3
2023-02-28,290.0,0.0,1.0,290.0,PSYC 172,SP 23,2,4
2023-03-04,290.0,0.0,83.0,290.0,PSYC 172,SP 23,3,6
2023-02-18,0.0,146.0,0.0,146.0,PSYC 174,SP 23,1,1
2023-02-19,19.0,127.0,0.0,146.0,PSYC 174,SP 23,1,2
2023-02-20,21.0,125.0,0.0,146.0,PSYC 174,SP 23,1,3
2023-02-21,37.0,109.0,0.0,146.0,PSYC 174,SP 23,1,4
2023-02-25,95.0,51.0,0.0,146.0,PSYC 174,SP 23,2,1
2023-02-26,95.0,51.0,0.0,146.0,PSYC 174,SP 23,2,2
2023-02-27,95.0,51.0,0.0,146.0,PSYC 174,SP 23,2,3
2023-02-28,125.0,21.0,0.0,146.0,PSYC 174,SP 23,2,4
2023-03-04,146.0,0.0,56.0,146.0,PSYC 174,SP 23,3,6
2023-02-18,0.0,146.0,0.0,146.0,PSYC 178,SP 23,1,1
2023-02-19,12.0,134.0,0.0,146.0,PSYC 178,SP 23,1,2
2023-02-20,13.0,133.0,0.0,146.0,PSYC 178,SP 23,1,3
2023-02-21,34.0,112.0,0.0,146.0,PSYC 178,SP 23,1,4
2023-02-25,105.0,41.0,0.0,146.0,PSYC 178,SP 23,2,1
2023-02-26,105.0,41.0,0.0,146.0,PSYC 178,SP 23,2,2
2023-02-27,105.0,41.0,0.0,146.0,PSYC 178,SP 23,2,3
2023-02-28,128.0,18.0,0.0,146.0,PSYC 178,SP 23,2,4
2023-03-04,146.0,0.0,54.0,146.0,PSYC 178,SP 23,3,6
2023-02-18,0.0,120.0,0.0,120.0,PSYC 184,SP 23,1,1
2023-02-19,44.0,76.0,0.0,120.0,PSYC 184,SP 23,1,2
2023-02-20,58.0,62.0,0.0,120.0,PSYC 184,SP 23,1,3
2023-02-21,120.0,0.0,0.0,120.0,PSYC 184,SP 23,1,4
2023-02-25,120.0,0.0,0.0,120.0,PSYC 184,SP 23,2,1
2023-02-26,120.0,0.0,0.0,120.0,PSYC 184,SP 23,2,2
2023-02-27,120.0,0.0,0.0,120.0,PSYC 184,SP 23,2,3
2023-02-28,120.0,0.0,24.0,120.0,PSYC 184,SP 23,2,4
2023-03-04,120.0,0.0,104.0,120.0,PSYC 184,SP 23,3,6
2023-02-18,0.0,489.0,0.0,489.0,PSYC 190R,SP 23,1,1
2023-02-19,41.0,448.0,0.0,489.0,PSYC 190R,SP 23,1,2
2023-02-20,50.0,439.0,0.0,489.0,PSYC 190R,SP 23,1,3
2023-02-21,113.0,376.0,0.0,489.0,PSYC 190R,SP 23,1,4
2023-02-25,223.0,266.0,0.0,489.0,PSYC 190R,SP 23,2,1
2023-02-26,223.0,266.0,0.0,489.0,PSYC 190R,SP 23,2,2
2023-02-27,223.0,266.0,0.0,489.0,PSYC 190R,SP 23,2,3
2023-02-28,326.0,163.0,0.0,489.0,PSYC 190R,SP 23,2,4
2023-03-04,489.0,0.0,142.0,489.0,PSYC 190R,SP 23,3,6
2023-02-18,0.0,78.0,0.0,78.0,PSYC 193,SP 23,1,1
2023-02-19,4.0,74.0,0.0,78.0,PSYC 193,SP 23,1,2
2023-02-20,4.0,74.0,0.0,78.0,PSYC 193,SP 23,1,3
2023-02-21,18.0,60.0,0.0,78.0,PSYC 193,SP 23,1,4
2023-02-25,26.0,52.0,0.0,78.0,PSYC 193,SP 23,2,1
2023-02-26,26.0,52.0,0.0,78.0,PSYC 193,SP 23,2,2
2023-02-27,26.0,52.0,0.0,78.0,PSYC 193,SP 23,2,3
2023-02-28,28.0,50.0,0.0,78.0,PSYC 193,SP 23,2,4
2023-03-04,65.0,13.0,11.0,78.0,PSYC 193,SP 23,3,6
2023-02-18,0.0,90.0,0.0,90.0,PSYC 193L,SP 23,1,1
2023-02-19,9.0,81.0,0.0,90.0,PSYC 193L,SP 23,1,2
2023-02-20,10.0,80.0,0.0,90.0,PSYC 193L,SP 23,1,3
2023-02-21,47.0,43.0,0.0,90.0,PSYC 193L,SP 23,1,4
2023-02-25,77.0,13.0,0.0,90.0,PSYC 193L,SP 23,2,1
2023-02-26,77.0,13.0,0.0,90.0,PSYC 193L,SP 23,2,2
2023-02-27,77.0,13.0,0.0,90.0,PSYC 193L,SP 23,2,3
2023-02-28,83.0,7.0,3.0,90.0,PSYC 193L,SP 23,2,4
2023-03-04,90.0,0.0,31.0,90.0,PSYC 193L,SP 23,3,6
2023-02-18,0.0,1.0,0.0,1.0,PSYC 194C,SP 23,1,1
2023-02-19,0.0,1.0,0.0,1.0,PSYC 194C,SP 23,1,2
2023-02-20,0.0,1.0,0.0,1.0,PSYC 194C,SP 23,1,3
2023-02-21,0.0,1.0,0.0,1.0,PSYC 194C,SP 23,1,4
2023-02-25,0.0,1.0,0.0,1.0,PSYC 194C,SP 23,2,1
